Unnamed: 0,TIME,CAP,TEX,CAN,LIS,SAL,STO,TAL,VES,REY,LON,SIC,KK,LAU,SPL,PET,Grid_Frequency,Load_Demand,Freq_Deviation,Stability_Status
0,11:00:00,65.9399,9.08137,55.96619403,13.269,-21.8588,33.3951,9.55645,-144.138999,60.1819,-78.1297,-21.8068,18.1998,29.1219,36.8277,36.9894,-78.1297,0,-138.1297,Volatile State
1,11:00:01,69.2158,7.41051,56.04781343,12.61,-22.7871,33.9255,9.76259,-151.676636,65.7565,-78.2633,-21.359,17.1489,28.2688,35.7463,36.6418,-78.2633,1,-138.26330000000002,Volatile State
2,11:00:02,72.4922,4.60216,56.12943284,13.96,-25.6557,32.221,8.90416,-159.214273,68.9278,-78.3969,-21.3363,15.0818,27.7712,35.1368,36.2396,-78.3969,2,-138.39690000000002,Volatile State
3,11:00:03,73.3272,1.74548,56.21105224,15.922,-30.7897,27.3036,8.28589,-165.136954,74.1413,-78.5306,-20.6612,13.4054,27.727,35.701,35.4192,-78.5306,3,-138.5306,Volatile State
4,11:00:04,74.3524,-1.19711,56.29267164,19.192,-31.4532,18.999,9.21918,-181.04536,76.1846,-78.6642,-19.1904,11.7627,26.5195,36.555,35.0328,-78.6642,4,-138.6642,Volatile State
5,11:00:05,75.3428,-3.8893,56.37429104,17.682,-35.6162,10.3059,10.1937,-190.387046,78.4644,-78.7978,-16.6536,10.5201,24.5425,35.4753,32.9374,-78.7978,5,-138.7978,Volatile State
6,11:00:06,75.5026,-5.48025,56.45591045,17.848,-34.581,2.53314,9.37432,-209.285392,79.6526,-78.9314,-13.7171,9.86291,23.0148,34.7154,31.4193,-78.9314,6,-138.9314,Volatile State
7,11:00:07,75.0076,-5.50627,56.53752985,15.641,-34.4715,-5.51179,10.1601,-222.035634,80.5398,-79.065,-9.11543,9.53279,21.2928,33.7762,30.0021,-79.065,7,-139.065,Volatile State
8,11:00:08,72.9171,-3.86167,56.61914925,17.677,-35.615,-11.4084,9.46664,-226.02673,78.8306,-79.1986,-5.71185,8.94975,20.667,32.3733,29.4801,-79.1986,8,-139.1986,Volatile State
9,11:00:09,69.9945,-1.73693,56.70076866,20.588,-34.4164,-17.1359,8.20344,-223.358982,76.2648,-79.3322,-5.39868,8.11106,19.823,30.1299,29.6014,-79.3322,9,-139.3322,Volatile State
10,11:00:10,65.6841,-0.143156,56.78238806,21.201,-34.5986,-24.6166,8.7938,-215.203877,72.6166,-79.4658,-2.15283,7.71339,19.743,29.4666,27.4808,-79.4658,10,-139.4658,Volatile State
11,11:00:11,61.153,1.97272,56.86400746,24.073,-32.5075,-32.2543,8.96645,-207.628629,67.7279,-79.5995,0.734779,6.33057,19.1142,28.6314,24.6777,-79.5995,11,-139.5995,Volatile State
12,11:00:12,56.9429,3.47832,56.94562687,30.42,-29.9503,-41.0842,8.88849,-202.888599,61.069,-79.7331,2.25603,5.66901,17.2289,27.4456,23.2674,-79.7331,12,-139.73309999999998,Volatile State
13,11:00:13,52.8709,4.63589,57.02724627,33.891,-31.0047,-49.7931,6.72846,-212.330469,54.5167,-79.8667,3.5716,4.91288,13.3964,26.7326,22.8512,-79.8667,13,-139.86669999999998,Volatile State
14,11:00:14,48.5025,6.2777,57.10886567,30.904,-30.1171,-56.9231,7.31692,-221.772338,49.151,-80.0003,4.56472,5.50263,11.0184,25.1092,22.5252,-80.0003,14,-140.00029999999998,Volatile State
15,11:00:15,44.3945,8.2266,57.19048507,29.521,-30.7249,-62.2032,7.27672,-231.214208,41.9667,-80.1339,5.78905,6.41686,10.2628,23.1027,22.0108,-80.1339,15,-140.13389999999998,Volatile State
16,11:00:16,41.2718,9.71433,57.27210448,27.041,-27.1358,-66.2786,8.44743,-247.797864,36.4302,-80.2675,5.71047,7.21055,8.84825,20.8996,21.3239,-80.2675,16,-140.26749999999998,Volatile State
17,11:00:17,38.5537,10.7371,57.35372388,26.469,-25.9235,-70.4139,5.70949,-252.785681,29.9753,-80.4011,4.6524,6.43438,7.6226,21.4055,20.3783,-80.4011,17,-140.40109999999999,Volatile State
18,11:00:18,35.2005,11.1165,57.43534328,25.776,-23.0745,-75.3582,5.14555,-250.135772,22.7914,-80.5348,5.17935,5.89175,5.88427,22.3887,19.5847,-80.5348,18,-140.53480000000002,Volatile State
19,11:00:19,30.8449,11.0425,57.51696269,29.338,-22.6025,-80.2338,5.97107,-231.193137,16.0341,-80.6684,4.88185,7.31212,3.6384,23.5168,19.5225,-80.6684,19,-140.66840000000002,Volatile State
20,11:00:20,28.9703,11.2261,57.59858209,31.577,-19.6334,-85.0283,6.04725,-207.436784,8.52637,-80.802,4.9636,9.12627,0.625652,23.5736,18.5974,-80.802,20,-140.80200000000002,Volatile State
21,11:00:21,27.6694,10.3391,57.68020149,27.44,-17.9347,-89.4396,6.68337,-191.890108,0.401852,-80.9356,4.14042,8.69684,-2.72082,22.6955,16.2285,-80.9356,21,-140.9356,Volatile State
22,11:00:22,23.5634,8.78049,57.7618209,24.375,-16.9713,-92.7993,4.51148,-181.686615,-7.56969,-81.0692,3.75749,8.40521,-5.77926,21.4932,14.7763,-81.0692,22,-141.0692,Volatile State
23,11:00:23,19.5973,8.26983,57.8434403,23.137,-16.4463,-94.9495,4.74781,-173.613189,-15.5431,-81.2028,1.92729,8.77938,-8.03778,20.5592,14.8066,-81.2028,23,-141.2028,Volatile State
24,11:00:24,12.0681,7.32277,57.9250597,18.752,-13.7474,-96.1252,5.39111,-170.977848,-23.6348,-81.3364,0.141051,7.69774,-11.5985,19.0347,15.5897,-81.3364,24,-141.3364,Volatile State
25,11:00:25,7.01749,5.44309,58.0066791,14.057,-13.5297,-97.2284,7.39455,-173.470649,-31.413,-81.47,0.468497,6.39205,-14.6467,16.7966,15.8043,-81.47,25,-141.47,Volatile State
26,11:00:26,2.17689,4.13848,58.08829851,13.729,-11.7559,-97.2591,8.95477,-182.18739,-37.9737,-81.6037,-0.358386,4.69541,-18.283,13.669,15.5806,-81.6037,26,-141.6037,Volatile State
27,11:00:27,-3.31966,4.15732,58.16991791,14.941,-10.4628,-95.5841,9.03376,-209.290556,-45.3713,-81.7373,0.055687,3.34813,-19.2239,12.5571,12.8314,-81.7373,27,-141.7373,Volatile State
28,11:00:28,-7.19161,4.73151,58.25153731,12.516,-11.5119,-92.9726,8.67836,-245.278654,-51.6519,-81.8709,-0.126303,3.23653,-19.8609,11.5484,12.3952,-81.8709,28,-141.8709,Volatile State
29,11:00:29,-11.1681,5.25229,58.33315672,6.823,-12.5444,-91.0182,8.51725,-258.941801,-56.3371,-82.0045,-0.998697,3.41604,-21.6288,10.4215,11.2558,-82.0045,29,-142.0045,Volatile State
30,11:00:30,-16.4852,4.90418,58.41477612,5.017,-11.9593,-88.5301,6.86974,-254.814778,-60.6557,-82.1381,-2.23001,1.48759,-22.6909,11.0011,12.6342,-82.1381,30,-142.1381,Volatile State
31,11:00:31,-23.1457,3.89489,58.49639552,6.482,-10.503,-85.4535,6.09803,-243.981134,-62.8052,-82.2717,-5.61113,0.226138,-23.2306,11.7008,11.1677,-82.2717,31,-142.2717,Volatile State
32,11:00:32,-31.7322,2.10859,58.57801493,5.757,-12.3484,-80.5492,6.04281,-215.947831,-64.3861,-82.4053,-8.33115,-0.716327,-25.0502,12.3745,9.06521,-82.4053,32,-142.4053,Volatile State
33,11:00:33,-39.6189,0.447138,58.65963433,2.808,-10.7107,-74.7389,8.11067,-188.353137,-64.991,-82.539,-10.4684,-2.04323,-27.8012,12.9781,7.94625,-82.539,33,-142.539,Volatile State
34,11:00:34,-48.1179,-0.8398,58.74125373,-0.17,-11.4861,-69.0272,7.92774,-157.965612,-65.7615,-82.6726,-10.7968,-2.99372,-28.8591,13.4357,7.20264,-82.6726,34,-142.6726,Volatile State
35,11:00:35,-54.0707,-2.2498,58.82287313,1.518,-11.1586,-64.9208,5.7757,-137.251546,-63.1662,-82.8062,-12.0395,-3.84565,-28.3032,14.8645,7.72716,-82.8062,35,-142.8062,Volatile State
36,11:00:36,-58.9229,-4.36256,58.90449254,-2.234,-14.5911,-61.3847,5.49886,-117.925591,-60.8836,-82.9398,-14.0175,-4.8054,-26.2233,16.1496,8.23969,-82.9398,36,-142.9398,Volatile State
37,11:00:37,-64.4892,-6.12186,58.98611194,-6.776,-15.2184,-57.6997,4.42648,-102.781928,-56.9595,-83.0734,-14.9179,-5.60569,-26.2662,17.1047,7.44969,-83.0734,37,-143.0734,Volatile State
38,11:00:38,-70.5687,-7.09929,59.06773134,-10.367,-21.4504,-53.6779,3.40126,-97.176284,-52.429,-83.207,-18.3488,-6.69401,-26.6453,18.2663,7.23149,-83.207,38,-143.207,Volatile State
39,11:00:39,-76.2026,-8.32101,59.14935075,-10.898,-20.0499,-48.0178,1.31319,-97.642563,-47.2153,-83.3406,-20.9916,-8.09838,-27.2578,18.6919,8.39892,-83.3406,39,-143.3406,Volatile State
40,11:00:40,-81.5611,-9.37638,59.23097015,-7.207,-21.4776,-41.6739,-0.177236,-97.311016,-41.1697,-83.4742,-23.1631,-10.9672,-28.8001,19.3418,9.88828,-83.4742,40,-143.4742,Volatile State
41,11:00:41,-86.482,-10.7361,59.31258955,-10.823,-23.7411,-34.8301,-1.14935,-104.265508,-37.1261,-83.6079,-22.4831,-13.3584,-29.8214,21.2252,10.6333,-83.6079,41,-143.6079,Volatile State
42,11:00:42,-90.0134,-12.3374,59.39420896,-15.521,-23.8767,-28.5626,-2.36428,-121.959084,-31.5435,-83.7415,-20.5392,-13.1792,-30.1249,20.9627,11.896,-83.7415,42,-143.7415,Volatile State
43,11:00:43,-92.5288,-13.7058,59.47582836,-18.648,-23.0911,-23.0178,-3.48825,-138.366354,-28.6314,-83.8751,-17.0688,-13.3727,-28.8406,19.6209,11.5345,-83.8751,43,-143.8751,Volatile State
44,11:00:44,-95.2661,-13.5269,59.55744776,-16.486,-26.1536,-18.2331,-2.67987,-133.212898,-23.2452,-84.0087,-16.1608,-14.8757,-26.0894,17.3076,11.477,-84.0087,44,-144.0087,Volatile State
45,11:00:45,-96.6749,-13.3518,59.63906716,-16.464,-25.708,-12.9431,-3.2964,-136.06797,-19.5267,-84.1423,-16.6064,-15.9321,-25.8012,16.4049,10.2083,-84.1423,45,-144.1423,Volatile State
46,11:00:46,-97.9854,-14.0626,59.72068657,-20.385,-27.0907,-8.29614,-2.90217,-142.928182,-13.7883,-84.2759,-16.1288,-16.6842,-28.7987,15.8999,9.86715,-84.2759,46,-144.27589999999998,Volatile State
47,11:00:47,-100.492,-14.8836,59.80230597,-24.664,-26.2985,-5.52989,-1.96171,-137.848958,-8.62476,-84.4095,-16.2406,-16.5438,-29.6471,15.0645,10.777,-84.4095,47,-144.40949999999998,Volatile State
48,11:00:48,-102.386,-15.1924,59.88392537,-22.418,-26.933,-2.24337,-4.02798,-126.691413,-4.02049,-84.5432,-15.543,-16.4907,-28.8079,14.0036,10.175,-84.5432,48,-144.5432,Volatile State
49,11:00:49,-104.693,-15.5531,59.96554478,-22.778,-26.84,0.701853,-6.9394,-122.852354,0.825488,-84.6768,-14.45,-16.3545,-27.6495,14.0359,9.01739,-84.6768,49,-144.67680000000001,Volatile State
50,11:00:50,-106.209,-16.8934,60.04716418,-27.824,-23.8005,2.88785,-8.71749,-139.406397,7.17741,-84.8104,-11.8512,-15.9521,-26.6359,12.436,6.35738,-84.8104,50,-144.81040000000002,Volatile State
51,11:00:51,-107.469,-19.4091,60.12878358,-29.981,-24.5498,5.53306,-7.43079,-164.348169,15.1922,-84.944,-11.1768,-15.7453,-26.0988,12.8686,4.95096,-84.944,51,-144.94400000000002,Volatile State
52,11:00:52,-107.409,-20.9899,60.21040299,-25.979,-23.1949,8.13834,-8.84695,-182.873317,23.3196,-85.0776,-11.5035,-15.928,-26.297,12.7409,4.00456,-85.0776,52,-145.07760000000002,Volatile State
53,11:00:53,-106.85,-20.1505,60.29202239,-23.757,-21.3405,10.1526,-10.0928,-193.459416,32.6889,-85.2112,-11.6922,-15.0613,-26.6729,12.8848,3.69291,-85.2112,53,-145.21120000000002,Volatile State
54,11:00:54,-105.594,-18.2736,60.37364179,-26.182,-21.3034,11.8031,-10.8384,-218.581076,42.0333,-85.3448,-12.0332,-14.7271,-26.2037,12.1397,2.93919,-85.3448,54,-145.34480000000002,Volatile State
55,11:00:55,-103.441,-16.9187,60.45526119,-28.421,-23.2753,13.3164,-10.6882,-235.561035,51.4131,-85.4784,-11.1869,-14.8818,-24.5127,11.5452,3.12629,-85.4784,55,-145.4784,Volatile State
56,11:00:56,-101.562,-16.1449,60.5368806,-29.966,-20.2464,14.2136,-11.503,-227.363684,59.0267,-85.6121,-9.4464,-14.5617,-23.54,9.29061,2.42063,-85.6121,56,-145.6121,Volatile State
57,11:00:57,-98.9558,-14.7333,60.6185,-26.762,-18.9535,13.8786,-11.4938,-216.209703,65.0846,-85.7457,-8.38712,-14.8787,-23.0232,6.83753,2.7097,-85.7457,57,-145.7457,Volatile State
58,11:00:58,-98.1659,-13.4632,60.7001194,-27.265,-17.0405,12.9669,-11.6172,-212.26498,69.1038,-85.8793,-8.00342,-15.612,-24.0006,5.55986,4.44173,-85.8793,58,-145.8793,Volatile State
59,11:00:59,-98.176,-12.2528,60.78173881,-31.141,-16.4697,10.6885,-10.7595,-216.234639,71.1745,-86.0129,-8.20161,-16.0828,-24.3117,6.64881,7.65072,-86.0129,59,-146.0129,Volatile State
60,11:01:00,-100.146,-12.993,60.86335821,-30.296,-17.0216,7.56242,-11.0714,-220.204297,71.6655,-86.1465,-8.2852,-15.0705,-23.9209,8.0339,9.5122,-86.1465,60,-146.1465,Volatile State
61,11:01:01,-103.24,-14.4753,60.94497761,-29.193,-15.5514,2.77893,-11.8339,-224.173956,70.8687,-86.2801,-7.06169,-14.2186,-20.9399,8.40874,9.39731,-86.2801,61,-146.2801,Volatile State
62,11:01:02,-104.819,-15.2793,61.02659701,-33.675,-15.4778,-3.44379,-13.091,-237.791731,71.1602,-86.4137,-7.05091,-14.7421,-17.9208,7.51986,9.0733,-86.4137,62,-146.4137,Volatile State
63,11:01:03,-105.675,-15.7181,61.10821642,-35.905,-20.4,-9.53106,-11.7104,-229.456351,70.9716,-86.5474,-5.8449,-17.0048,-18.477,7.59792,9.82752,-86.5474,63,-146.54739999999998,Volatile State
64,11:01:04,-105.337,-17.3445,61.18983582,-36.166,-19.2735,-13.3887,-10.4774,-221.12097,69.8589,-86.681,-5.2923,-17.5307,-18.5886,8.27132,9.85889,-86.681,64,-146.68099999999998,Volatile State
65,11:01:05,-103.984,-19.7292,61.27145522,-35.131,-21.5896,-17.1484,-8.34871,-212.78559,68.3827,-86.8146,-4.66636,-17.9282,-19.2383,10.1266,10.2834,-86.8146,65,-146.81459999999998,Volatile State
66,11:01:06,-103.387,-21.6443,61.35307463,-35.592,-22.5934,-19.8189,-7.31325,-190.58352,66.1218,-86.9482,-4.8283,-18.9411,-18.3675,11.1429,10.0934,-86.9482,66,-146.94819999999999,Volatile State
67,11:01:07,-101.83,-22.8709,61.43469403,-36.92,-24.3035,-22.3616,-8.62081,-176.053103,63.1466,-87.0818,-6.68705,-19.9701,-16.8628,12.7641,8.63847,-87.0818,67,-147.0818,Volatile State
68,11:01:08,-102.973,-23.9069,61.51631343,-39.966,-23.7511,-24.8858,-8.71482,-163.645761,60.1059,-87.2154,-7.5395,-19.636,-15.1393,14.2941,6.26169,-87.2154,68,-147.2154,Volatile State
69,11:01:09,-104.342,-24.4056,61.59793284,-41.411,-24.9329,-27.9275,-10.3131,-167.571442,56.6227,-87.349,-7.09102,-17.5183,-16.6401,15.0143,6.10021,-87.349,69,-147.349,Volatile State
70,11:01:10,-106.874,-24.7303,61.67955224,-40.342,-25.4666,-31.1783,-11.0426,-180.922084,54.6762,-87.4826,-7.70932,-16.0064,-16.1853,13.5822,6.13217,-87.4826,70,-147.4826,Volatile State
71,11:01:11,-108.707,-24.9028,61.76117164,-39.031,-28.8625,-33.0121,-11.2234,-194.272727,49.9338,-87.6163,-8.40592,-16.0697,-18.0453,12.9238,6.30471,-87.6163,71,-147.6163,Volatile State
72,11:01:12,-109.096,-24.7518,61.84279104,-43.963,-28.1851,-35.5437,-10.8125,-207.623369,45.6707,-87.7499,-10.8062,-16.5733,-19.4955,13.0541,5.00283,-87.7499,72,-147.7499,Volatile State
73,11:01:13,-106.941,-23.74,61.92441045,-44.314,-27.5635,-38.7189,-10.1267,-220.412917,39.2539,-87.8835,-12.5255,-17.5437,-21.0657,12.8567,4.87283,-87.8835,73,-147.8835,Volatile State
74,11:01:14,-103.85,-22.1504,62.00602985,-40.137,-30.6265,-43.0522,-9.85906,-245.813796,32.7805,-88.0171,-13.2218,-17.3651,-21.4224,11.9052,7.61202,-88.0171,74,-148.0171,Volatile State
75,11:01:15,-101.385,-20.1811,62.08764925,-39.068,-31.7937,-48.4337,-10.8146,-248.330253,28.394,-88.1507,-15.2479,-16.3496,-20.6135,11.7753,8.60987,-88.1507,75,-148.1507,Volatile State
76,11:01:16,-99.6967,-19.2318,62.16926866,-41.671,-31.8104,-54.3582,-13.1185,-250.846709,24.1312,-88.2843,-14.5089,-15.3093,-20.5124,10.9715,8.98894,-88.2843,76,-148.2843,Volatile State
77,11:01:17,-99.0622,-17.9273,62.25088806,-41.404,-32.7025,-60.3264,-14.2033,-253.363166,20.4588,-88.4179,-14.3879,-15.1951,-19.8152,10.2749,8.72813,-88.4179,77,-148.4179,Volatile State
78,11:01:18,-96.9927,-17.5522,62.33250746,-39.248,-31.8464,-63.5519,-15.0668,-248.651959,15.1309,-88.5516,-15.1776,-15.3337,-21.0277,8.83571,8.48446,-88.5516,78,-148.5516,Volatile State
79,11:01:19,-94.1079,-17.9344,62.41412687,-38.393,-32.1818,-65.582,-14.6431,-250.563228,9.83836,-88.6852,-14.5124,-16.1999,-23.0858,6.84882,8.84175,-88.6852,79,-148.6852,Volatile State
80,11:01:20,-91.1468,-18.8114,62.49574627,-40.911,-33.121,-67.9332,-14.4684,-245.291966,4.63332,-88.8188,-14.9241,-17.6836,-24.8441,6.43923,9.01127,-88.8188,80,-148.8188,Volatile State
81,11:01:21,-88.2084,-20.1068,62.57736567,-39.686,-30.6885,-68.3877,-16.0294,-240.020704,-1.12475,-88.9524,-15.6367,-19.4932,-24.888,5.65194,9.96831,-88.9524,81,-148.9524,Volatile State
82,11:01:22,-83.9724,-22.0672,62.65898507,-38.574,-29.3635,-71.1512,-14.566,-234.749442,-7.51998,-89.086,-16.5678,-21.6996,-23.5371,5.29576,10.9713,-89.086,82,-149.086,Volatile State
83,11:01:23,-82.1495,-23.2457,62.74060448,-40.015,-29.6037,-71.4462,-15.2748,-213.559795,-15.4061,-89.2196,-17.6751,-22.7582,-23.31,4.22349,10.2083,-89.2196,83,-149.2196,Volatile State
84,11:01:24,-80.2125,-24.2607,62.82222388,-39.935,-29.0019,-70.1111,-13.0771,-205.328947,-22.1434,-89.3532,-17.6083,-21.5085,-23.7966,3.98198,10.3855,-89.3532,84,-149.35320000000002,Volatile State
85,11:01:25,-77.1578,-24.4559,62.90384328,-42.094,-29.3199,-65.9702,-12.4708,-213.332497,-27.9759,-89.4868,-17.3736,-19.5449,-24.7127,2.6652,10.7141,-89.4868,85,-149.48680000000002,Volatile State
86,11:01:26,-74.077,-25.0095,62.98546269,-45.466,-26.7361,-61.4546,-12.5178,-235.436652,-32.7167,-89.6205,-17.8787,-17.6533,-26.2204,0.877495,13.2007,-89.6205,86,-149.6205,Volatile State
87,11:01:27,-70.4451,-25.8693,63.06708209,-44.149,-27.6623,-55.0261,-13.2427,-257.499001,-35.6656,-89.7541,-18.5987,-16.3432,-26.9594,-0.800005,13.9039,-89.7541,87,-149.7541,Volatile State
88,11:01:28,-66.9384,-26.8877,63.14870149,-44.465,-29.5266,-49.0075,-13.9914,-265.419741,-36.9854,-89.8877,-17.643,-15.3038,-24.9398,-2.89723,14.5912,-89.8877,88,-149.8877,Volatile State
89,11:01:29,-64.5891,-27.3991,63.2303209,-43.492,-29.2377,-42.7841,-12.9437,-267.095258,-36.8077,-90.0213,-17.4403,-13.9294,-21.6046,-3.81004,16.3779,-90.0213,89,-150.0213,Volatile State
90,11:01:30,-61.0117,-28.2349,63.3119403,-42.031,-31.4011,-36.1628,-13.5551,-271.158181,-36.0182,-90.1549,-16.5975,-13.7963,-19.6228,-4.02137,17.1673,-90.1549,90,-150.1549,Volatile State
91,11:01:31,-58.6366,-29.3156,63.3935597,-42.839,-31.0392,-28.1059,-12.7472,-282.81423,-33.9531,-90.2885,-15.201,-14.572,-20.5632,-4.92666,16.436,-90.2885,91,-150.2885,Volatile State
92,11:01:32,-55.4124,-30.0175,63.4751791,-43.172,-32.2721,-19.5347,-12.4108,-290.566137,-30.816,-90.4221,-15.2178,-14.6639,-23.1223,-6.83962,14.6732,-90.4221,92,-150.4221,Volatile State
93,11:01:33,-51.942,-29.7404,63.55679851,-43.696,-31.5623,-11.6565,-13.2539,-282.023105,-29.0854,-90.5558,-14.3961,-15.2769,-24.3328,-9.58968,13.4528,-90.5558,93,-150.5558,Volatile State
94,11:01:34,-49.8789,-28.6333,63.63841791,-44.861,-32.538,-3.99747,-14.5793,-254.236467,-29.4693,-90.6894,-15.0191,-14.654,-22.9057,-11.6656,13.2917,-90.6894,94,-150.6894,Volatile State
95,11:01:35,-47.2692,-27.336,63.72003731,-47.257,-32.3144,2.2896,-14.2177,-223.051515,-26.6344,-90.823,-15.5758,-14.5474,-22.0299,-12.0289,11.7604,-90.823,95,-150.82299999999998,Volatile State
96,11:01:36,-44.4195,-24.9869,63.80165672,-47.251,-32.1049,8.76463,-14.031,-218.377226,-25.1481,-90.9566,-14.9289,-15.9201,-20.4523,-11.6132,10.8764,-90.9566,96,-150.95659999999998,Volatile State
97,11:01:37,-43.0843,-22.2731,63.88327612,-45.084,-32.1923,14.8722,-13.2929,-221.322571,-20.6835,-91.0902,-12.8299,-17.8101,-20.1125,-12.8557,11.0859,-91.0902,97,-151.09019999999998,Volatile State
98,11:01:38,-42.2423,-20.3023,63.96489552,-44.292,-33.5204,19.9457,-13.4886,-231.564011,-16.1041,-91.2238,-12.8923,-20.4779,-20.0953,-14.2012,11.6545,-91.2238,98,-151.22379999999998,Volatile State
99,11:01:39,-41.6925,-19.1055,64.04651493,-47.329,-31.4166,23.9454,-12.9379,-272.27844,-9.13434,-91.3574,-12.1165,-21.7742,-21.2076,-15.8898,11.2929,-91.3574,99,-151.35739999999998,Volatile State
100,11:01:40,-41.4368,-19.6562,64.12813433,-49.131,-30.8635,27.4887,-14.4964,-311.658292,-3.18895,-91.491,-11.9764,-23.9601,-21.2681,-16.6359,10.9619,-91.491,100,-151.49099999999999,Volatile State
101,11:01:41,-42.0851,-20.5287,64.20975373,-47.926,-28.7021,30.6183,-14.1138,-349.572025,4.03766,-91.6247,-12.4546,-26.1637,-21.245,-16.9901,10.0411,-91.6247,101,-151.62470000000002,Volatile State
102,11:01:42,-43.0173,-20.8148,64.29137313,-49.523,-29.2202,32.2374,-10.7285,-374.134532,8.19858,-91.7583,-11.7245,-28.8441,-19.4497,-15.431,9.00069,-91.7583,102,-151.75830000000002,Volatile State
103,11:01:43,-44.1432,-19.7399,64.37299254,-51.568,-28.3981,31.8556,-11.5959,-359.791198,14.6459,-91.8919,-11.5284,-30.5278,-20.9351,-13.7297,7.92906,-91.8919,103,-151.89190000000002,Volatile State
104,11:01:44,-44.2611,-18.8508,64.45461194,-50.228,-30.1199,28.3055,-9.65261,-327.66365,22.1386,-92.0255,-10.6219,-32.1417,-22.3441,-12.7675,8.23436,-92.0255,104,-152.0255,Volatile State
105,11:01:45,-44.5716,-18.3352,64.53623134,-48.58,-31.0702,25.1012,-9.26797,-288.614876,31.9627,-92.1591,-10.3296,-33.8999,-23.1081,-13.3827,7.52834,-92.1591,105,-152.1591,Volatile State
106,11:01:46,-43.9481,-18.4516,64.61785075,-47.715,-33.3972,21.956,-10.8807,-229.072841,41.9236,-92.2927,-8.53316,-34.3897,-23.9567,-14.3462,7.17207,-92.2927,106,-152.2927,Volatile State
107,11:01:47,-43.9228,-19.0221,64.69947015,-48.838,-37.5974,18.3092,-13.1166,-171.410342,49.5832,-92.4263,-7.90509,-33.7137,-23.5159,-16.1144,7.22636,-92.4263,107,-152.4263,Volatile State
108,11:01:48,-42.686,-19.2716,64.78108955,-49.101,-37.0087,17.887,-15.0659,-134.583231,56.6519,-92.56,-8.03133,-32.5341,-22.2311,-15.7054,8.48376,-92.56,108,-152.56,Volatile State
109,11:01:49,-42.2568,-20.4194,64.86270896,-52.793,-39.1025,17.6384,-16.3512,-114.490731,62.2955,-92.6936,-8.91854,-30.7853,-21.3538,-14.0073,9.95999,-92.6936,109,-152.6936,Volatile State
110,11:01:50,-42.5958,-21.4593,64.94432836,-51.572,-40.809,15.3175,-18.1454,-102.408698,65.8856,-92.8272,-9.99356,-29.6347,-21.1071,-13.0272,12.5882,-92.8272,110,-152.8272,Volatile State
111,11:01:51,-42.2246,-21.6986,65.02594776,-51.672,-39.1638,14.4927,-19.7991,-113.592405,68.1758,-92.9608,-10.8499,-29.8209,-21.1688,-12.9547,13.9702,-92.9608,111,-152.9608,Volatile State
112,11:01:52,-41.1089,-22.3763,65.10756716,-50.982,-40.1482,12.4936,-20.7976,-146.967528,70.3295,-93.0944,-10.8937,-31.0881,-21.9278,-14.7571,14.5813,-93.0944,112,-153.0944,Volatile State
113,11:01:53,-40.9266,-22.6663,65.18918657,-49.2,-38.4415,11.4822,-20.1933,-188.540204,71.7013,-93.228,-11.9004,-31.8193,-22.0183,-15.7616,12.7966,-93.228,113,-153.228,Volatile State
114,11:01:54,-40.4741,-22.2256,65.27080597,-50.511,-37.4189,10.9814,-20.6492,-230.429265,71.0427,-93.3616,-10.9102,-31.8887,-20.7575,-16.4969,11.173,-93.3616,114,-153.3616,Volatile State
115,11:01:55,-39.977,-21.5367,65.35242537,-50.87,-37.0514,9.43736,-20.2352,-277.611803,70.0753,-93.4952,-10.464,-31.9707,-18.6392,-15.8642,11.3703,-93.4952,115,-153.4952,Volatile State
116,11:01:56,-39.4927,-20.0741,65.43404478,-50.395,-35.2599,7.56525,-21.1456,-311.886839,68.8777,-93.6289,-10.6925,-32.2752,-18.2727,-15.4802,14.133,-93.6289,116,-153.6289,Volatile State
117,11:01:57,-40.6566,-18.961,65.51566418,-47.925,-32.5798,3.11448,-21.7671,-342.045703,66.5263,-93.7625,-12.4047,-32.3414,-18.3895,-16.0911,14.6417,-93.7625,117,-153.7625,Volatile State
118,11:01:58,-40.3405,-18.7773,65.59728358,-49.942,-32.5066,-3.38003,-21.2696,-330.055229,62.5845,-93.8961,-14.2478,-33.712,-19.8413,-16.5653,13.3567,-93.8961,118,-153.8961,Volatile State
119,11:01:59,-40.0051,-19.624,65.67890299,-50.309,-30.5874,-10.9126,-19.9689,-302.184983,57.2165,-94.0297,-15.2067,-35.0913,-22.7849,-17.6793,9.62254,-94.0297,119,-154.0297,Volatile State
120,11:02:00,-39.1716,-20.4603,65.76052239,-49.516,-30.5129,-17.2445,-20.1934,-276.1079,49.865,-94.1633,-16.7294,-35.8491,-22.7716,-17.8297,7.15113,-94.1633,120,-154.1633,Volatile State
121,11:02:01,-38.9139,-21.4908,65.84214179,-48.445,-30.563,-23.5745,-18.381,-250.342841,42.0607,-94.2969,-17.5554,-36.3019,-22.765,-18.8544,6.00351,-94.2969,121,-154.2969,Volatile State
122,11:02:02,-38.4676,-22.0145,65.92376119,-46.825,-31.3449,-28.1534,-17.8325,-228.254006,33.4852,-94.4305,-17.8213,-37.1729,-21.3604,-20.0902,8.07936,-94.4305,122,-154.4305,Volatile State
